Text,Tint,Tref
25.980000,41.024414,26.000000
25.969999,41.024414,26.000000
25.980000,41.443359,26.000000
25.969999,41.443359,26.000000
25.980000,41.217773,26.000000
25.980000,41.217773,26.000000
25.959999,41.572266,26.000000
25.959999,41.572266,26.000000
25.969999,41.572266,26.000000
