Text,Tint,Tref,Cooler,Resistor,Data,Hora
26.889999,47.405273,45.000000,91.958984,0.000000,2021/3/20, 22:38:19
26.900000,47.405273,45.000000,96.781250,0.000000,2021/3/20, 22:38:20
26.889999,48.372070,45.000000,100.000000,0.000000,2021/3/20, 22:38:21
26.900000,48.372070,45.000000,100.000000,0.000000,2021/3/20, 22:38:22
26.900000,48.823242,45.000000,100.000000,0.000000,2021/3/20, 22:38:23
26.900000,48.823242,45.000000,100.000000,0.000000,2021/3/20, 22:38:24
26.900000,49.113281,45.000000,100.000000,0.000000,2021/3/20, 22:38:25
26.900000,49.113281,45.000000,100.000000,0.000000,2021/3/20, 22:38:26
26.889999,49.113281,45.000000,100.000000,0.000000,2021/3/20, 22:38:27
26.900000,48.178711,45.000000,100.000000,0.000000,2021/3/20, 22:38:28
26.889999,48.178711,45.000000,100.000000,0.000000,2021/3/20, 22:38:29
26.900000,48.210938,45.000000,100.000000,0.000000,2021/3/20, 22:38:30
26.900000,48.210938,45.000000,100.000000,0.000000,2021/3/20, 22:38:31
26.900000,46.889648,45.000000,100.000000,0.000000,2021/3/20, 22:38:32
26.910000,46.889648,45.000000,100.000000,0.000000,2021/3/20, 22:38:33
26.910000,46.438477,45.000000,100.000000,0.000000,2021/3/20, 22:38:34
26.900000,46.438477,45.000000,100.000000,0.000000,2021/3/20, 22:38:35
26.900000,45.761719,45.000000,100.000000,0.000000,2021/3/20, 22:38:36
26.900000,45.761719,45.000000,100.000000,0.000000,2021/3/20, 22:38:37
26.910000,45.503906,45.000000,100.000000,0.000000,2021/3/20, 22:38:38
26.900000,45.503906,45.000000,100.000000,0.000000,2021/3/20, 22:38:39
26.900000,44.440430,45.000000,91.325195,0.000000,2021/3/20, 22:38:40
26.900000,44.440430,45.000000,96.083008,0.000000,2021/3/20, 22:38:41
26.900000,43.505859,45.000000,85.243164,0.000000,2021/3/20, 22:38:42
26.900000,43.505859,45.000000,88.421875,0.000000,2021/3/20, 22:38:43
26.910000,43.151367,45.000000,83.028320,0.000000,2021/3/20, 22:38:44
26.910000,43.151367,45.000000,82.952148,0.000000,2021/3/20, 22:38:45
26.910000,43.538086,45.000000,85.357422,0.000000,2021/3/20, 22:38:46
26.900000,43.538086,45.000000,81.961914,0.000000,2021/3/20, 22:38:47
26.900000,43.602539,45.000000,81.208984,0.000000,2021/3/20, 22:38:48
26.900000,43.602539,45.000000,79.489258,0.000000,2021/3/20, 22:38:49
26.900000,43.634766,45.000000,78.446289,0.000000,2021/3/20, 22:38:50
26.910000,43.634766,45.000000,76.919922,0.000000,2021/3/20, 22:38:51
26.910000,43.441406,45.000000,73.427734,0.000000,2021/3/20, 22:38:52
26.900000,43.441406,45.000000,72.835938,0.000000,2021/3/20, 22:38:53
26.889999,43.312500,45.000000,69.859375,0.000000,2021/3/20, 22:38:54
26.900000,43.312500,45.000000,68.816406,0.000000,2021/3/20, 22:38:55
26.889999,43.505859,45.000000,69.255859,0.000000,2021/3/20, 22:38:56
26.889999,43.505859,45.000000,66.794922,0.000000,2021/3/20, 22:38:57
26.889999,43.602539,45.000000,66.364258,0.000000,2021/3/20, 22:38:58
26.889999,43.602539,45.000000,64.483398,0.000000,2021/3/20, 22:38:59
26.889999,43.602539,45.000000,63.085938,0.000000,2021/3/20, 22:39:00
26.870001,42.829102,45.000000,53.180664,0.000000,2021/3/20, 22:39:01
